Name,date,MMSI,CallSign,ImoNumber ,Destination,Eta mois,Eta day,Eta hour,Eta minutes,Type of vessel,DimensionA,DimensionB,DimensionC,DimensionD
MAI LEHMANN         ,2023-03-24 08:15:01.615445+00:00,305804000,V2FU9  ,9196175,MO I RANA           ,3,22,11,0,70,77,13,7,7
LOTAS               ,2023-03-24 08:15:01.616760+00:00,277493000,LY2922 ,0,KLAIPEDA            ,0,0,24,60,90,14,10,3,3
BASTO V             ,2023-03-24 08:15:01.651860+00:00,257846800,LDPB   ,9771432,MOSS<>HORTEN        ,9,30,6,0,60,71,71,5,16
STRELETS,2023-03-24 08:15:01.653027+00:00,273312270,UDHM,9158197,FISHING GROUND ,12,16,23,0,99,20,37,6,7
TOPAS               ,2023-03-24 08:15:01.653862+00:00,257445000,LHRX   ,9577666,TLF 99422945,0,0,24,60,30,20,14,4,5
GOOD WIND           ,2023-03-24 08:15:01.656094+00:00,375145000,J8B6168,9651345,CAPE TOWN           ,3,20,3,0,90,12,47,11,4
MAI LEHMANN         ,2023-03-24 08:15:01.656862+00:00,305804000,V2FU9  ,9196175,MO I RANA           ,3,22,11,0,70,77,13,7,7
GOOD WIND           ,2023-03-24 08:15:01.661819+00:00,375145000,J8B6168,9651345,CAPE TOWN           ,3,20,3,0,90,12,47,11,4
SEDAT BASAK         ,2023-03-24 08:15:01.662871+00:00,256180000,9HA5729,9940100,ESMOT-NLMOE         ,3,24,23,0,80,79,21,5,11
TRESFJORD           ,2023-03-24 08:15:01.663965+00:00,265002000,SBXF   ,9254977,DK SKA              ,3,24,0,0,88,68,10,10,1
RIVER GOVERNESS,2023-03-24 08:15:01.685060+00:00,211457570,DJ3487,0,LELYSTADT,1,23,11,0,69,25,85,7,5
BASTO V             ,2023-03-24 08:15:01.687641+00:00,257846800,LDPB   ,9771432,MOSS<>HORTEN        ,9,30,6,0,60,71,71,5,16
SONNY               ,2023-03-24 08:15:01.773457+00:00,368043910,WDK3304,0,B 2 A,0,0,0,0,36,25,2,0,6
SHAF                ,2023-03-24 08:15:01.774931+00:00,319258300,ZGPN4  ,898587800,PIREAUS GR          ,2,28,12,0,37,23,32,4,4
RUSADIR,2023-03-24 08:15:01.775706+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
SHAF                ,2023-03-24 08:15:01.827661+00:00,319258300,ZGPN4  ,898587800,PIREAUS GR          ,2,28,12,0,37,23,32,4,4
ANTONIE,2023-03-24 08:15:01.838143+00:00,244660713,PF7134,0,PETROLEUMHAVEN AMSTE,7,30,16,29,80,78,10,8,4
MSC ROMA            ,2023-03-24 08:15:01.861904+00:00,636018075,D5OB2  ,9304447,NEW YORK            ,4,1,6,30,70,260,77,26,21
STEN AURORA         ,2023-03-24 08:15:01.862767+00:00,258953000,LAKI6  ,9318565,GB PTL              ,3,25,1,0,80,113,31,10,14
RIVER GOVERNESS,2023-03-24 08:15:01.863042+00:00,211457570,DJ3487,0,LELYSTADT,1,23,11,0,69,25,85,7,5
JOLYN,2023-03-24 08:15:01.863557+00:00,246544000,PDVR,9374686,FIRAU,3,21,19,35,70,78,12,8,5
ANTONIE,2023-03-24 08:15:01.864114+00:00,244660713,PF7134,0,PETROLEUMHAVEN AMSTE,7,30,16,29,80,78,10,8,4
GAZELA,2023-03-24 08:15:01.897024+00:00,212878000,5BYC3,9525572,PTLIS,3,9,15,0,89,84,25,8,8
STI MARVEL          ,2023-03-24 08:15:01.900263+00:00,538010464,V7A6078,9829473,CL QTV              ,3,18,21,0,80,148,35,10,22
GAZELA,2023-03-24 08:15:01.903343+00:00,212878000,5BYC3,9525572,PTLIS,3,9,15,0,89,84,25,8,8
ELBWATER,2023-03-24 08:15:01.934081+00:00,210359000,5BLW4,9504073,EETLL,3,26,4,0,71,142,10,12,12
VENEZIA,2023-03-24 08:15:01.979875+00:00,205412690,OT4126,0,IJMUIDEN,3,20,15,0,79,135,0,6,6
VENEZIA,2023-03-24 08:15:01.984250+00:00,205412690,OT4126,0,IJMUIDEN,3,20,15,0,79,135,0,6,6
ELBWATER,2023-03-24 08:15:02.003508+00:00,210359000,5BLW4,9504073,EETLL,3,26,4,0,71,142,10,12,12
SHAF                ,2023-03-24 08:15:02.033870+00:00,319258300,ZGPN4  ,898587800,PIREAUS GR          ,1,1,12,0,37,23,32,4,4
ONGI ETORI,2023-03-24 08:15:02.034168+00:00,224134520,ECGQ,9317561,AREA PESCA,0,0,24,60,30,12,21,4,3
MULTRATUG 3         ,2023-03-24 08:15:02.034475+00:00,244890607,PCDB   ,9537408,FRLHA               ,3,20,6,0,52,14,18,8,5
MULTRATUG 3         ,2023-03-24 08:15:02.035340+00:00,244890607,PCDB   ,9537408,FRLHA               ,3,20,6,0,52,14,18,8,5
MULTRATUG 3         ,2023-03-24 08:15:02.066927+00:00,244890607,PCDB   ,9537408,FRLHA               ,3,20,6,0,52,14,18,8,5
SPECTER,2023-03-24 08:15:02.094514+00:00,244060233,PD6395,0,DORDRECHT,3,24,5,25,79,100,10,5,7
BRITANNIA BEAVER    ,2023-03-24 08:15:02.139321+00:00,232000840,MNEV2  ,9001667,CLIFFE              ,3,24,12,0,33,24,76,8,8
CALA SEQUER         ,2023-03-24 08:15:02.144429+00:00,224746000,EALT   ,9817846,BARCELONA           ,8,19,15,0,52,12,21,4,7
LOS128              ,2023-03-24 08:15:02.179546+00:00,257004460,LG9749 ,0,REKEFJORD           ,0,0,24,60,50,11,4,2,2
JUANITA,2023-03-24 08:15:02.181413+00:00,258906000,LDLA,9665011,OSEBERG FIELD CENTER,3,24,6,0,90,17,72,10,10
SJOEFRAKT,2023-03-24 08:15:02.184673+00:00,258027810,LG8730,0,                   ,1,1,1,1,31,12,2,2,2
OLAGUTT             ,2023-03-24 08:15:02.186132+00:00,257576600,LLRW   ,9025883,TLF 90294801        ,0,0,24,60,30,16,14,2,6
BASTO V             ,2023-03-24 08:15:02.207169+00:00,257846800,LDPB   ,9771432,MOSS<>HORTEN        ,9,30,6,0,60,71,71,5,16
SEIBRIS             ,2023-03-24 08:15:02.208672+00:00,257121000,LLTI   ,8962187,TLF:91762672        ,10,22,9,0,70,7,17,3,3
LOS128              ,2023-03-24 08:15:02.210095+00:00,257004460,LG9749 ,0,REKEFJORD           ,0,0,24,60,50,11,4,2,2
JUANITA,2023-03-24 08:15:02.236378+00:00,258906000,LDLA,9665011,OSEBERG FIELD CENTER,3,24,6,0,90,17,72,10,10
OLAGUTT             ,2023-03-24 08:15:02.239299+00:00,257576600,LLRW   ,9025883,TLF 90294801        ,0,0,24,60,30,16,14,2,6
ULLI                ,2023-03-24 08:15:02.240487+00:00,211892160,DK9871 ,0,HAMBURG             ,0,0,24,60,90,84,18,8,4
LOS128              ,2023-03-24 08:15:02.243222+00:00,257004460,LG9749 ,0,REKEFJORD           ,0,0,24,60,50,11,4,2,2
SEIBRIS             ,2023-03-24 08:15:02.243901+00:00,257121000,LLTI   ,8962187,TLF:91762672        ,10,22,9,0,70,7,17,3,3
JUANITA,2023-03-24 08:15:02.244378+00:00,258906000,LDLA,9665011,OSEBERG FIELD CENTER,3,24,6,0,90,17,72,10,10
OLAGUTT             ,2023-03-24 08:15:02.267030+00:00,257576600,LLRW   ,9025883,TLF 90294801        ,0,0,24,60,30,16,14,2,6
SEIBRIS             ,2023-03-24 08:15:02.267858+00:00,257121000,LLTI   ,8962187,TLF:91762672        ,10,22,9,0,70,7,17,3,3
ULLI                ,2023-03-24 08:15:02.273664+00:00,211892160,DK9871 ,0,HAMBURG             ,0,0,24,60,90,84,18,8,4
ULLI                ,2023-03-24 08:15:02.278391+00:00,211892160,DK9871 ,0,HAMBURG             ,0,0,24,60,90,84,18,8,4
BRITANNIA BEAVER    ,2023-03-24 08:15:02.278839+00:00,232000840,MNEV2  ,9001667,CLIFFE              ,3,24,12,0,33,24,76,8,8
SEAJACKS SCYLLA,2023-03-24 08:15:02.302066+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
SKULL CREEK MARINA,2023-03-24 08:15:02.311015+00:00,3689001,?,0,TEL: (843) 681-8436,3,15,18,16,0,4,4,2,2
SEAJACKS SCYLLA,2023-03-24 08:15:02.315061+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
MULTRATUG 3         ,2023-03-24 08:15:02.341506+00:00,244890607,PCDB   ,9537408,FRLHA               ,3,20,6,0,52,14,18,8,5
AMBITIE,2023-03-24 08:15:02.346142+00:00,244690352,PE6208,0,THE FRYSLAN EXPRESS,0,0,24,60,79,75,11,7,3
SEAJACKS SCYLLA,2023-03-24 08:15:02.347876+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
BRITANNIA BEAVER    ,2023-03-24 08:15:02.392941+00:00,232000840,MNEV2  ,9001667,CLIFFE              ,3,24,12,0,33,24,76,8,8
NCI NELLS POINT,2023-03-24 08:15:02.418900+00:00,2339002,?,0,01446 420746 VHF65,3,15,18,16,0,4,4,2,2
AMBITIE,2023-03-24 08:15:02.426972+00:00,244690352,PE6208,0,THE FRYSLAN EXPRESS,0,0,24,60,79,75,11,7,3
COASTWATCH WEST FIFE,2023-03-24 08:15:02.493153+00:00,2339008,?,0,03303410901 VHF68,3,15,18,16,0,4,4,2,2
AURORA,2023-03-24 08:15:02.496438+00:00,310556000,ZCDW9,9169524,NOSVG > GBSOU,3,24,3,30,69,56,216,16,16
KONTROLER 20  ,2023-03-24 08:15:02.499749+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
OVING 1,2023-03-24 08:15:02.500095+00:00,244670616,PD7418,0,0VERAL ,0,0,24,60,37,10,17,1,4
KONTROLER 20  ,2023-03-24 08:15:02.520625+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
SCANBIO VIKING,2023-03-24 08:15:02.524156+00:00,219031444,OUZW2,9010943,LT KLJ,3,23,18,0,89,65,25,2,12
EPIC ST. IVAN       ,2023-03-24 08:15:02.566474+00:00,249714000,9HA4347,9707194,ESALG               ,3,24,8,30,80,76,23,6,12
VB GUARDIAN 19      ,2023-03-24 08:15:02.572784+00:00,228373800,FLWR   ,9876323,LE_HAVRE            ,7,23,14,8,52,10,20,5,5
VB GUARDIAN 19      ,2023-03-24 08:15:02.599114+00:00,228373800,FLWR   ,9876323,LE_HAVRE            ,7,23,14,8,52,10,20,5,5
VB GUARDIAN 19      ,2023-03-24 08:15:02.600958+00:00,228373800,FLWR   ,9876323,LE_HAVRE            ,7,23,14,8,52,10,20,5,5
SEVERN SEA,2023-03-24 08:15:02.605260+00:00,235077754,2DCG5,8652043,FRASERBURGH,3,15,19,0,90,10,23,4,4
XIN HAI MA          ,2023-03-24 08:15:02.642312+00:00,413375380,BQDM   ,9562489,CO BAQ              ,1,26,14,0,33,10,124,12,13
VB GUARDIAN 19      ,2023-03-24 08:15:02.652831+00:00,228373800,FLWR   ,9876323,LE_HAVRE            ,7,23,14,8,52,10,20,5,5
HAKUNA MATATA       ,2023-03-24 08:15:02.662141+00:00,241789000,SVB3203,859067300,,10,3,19,20,69,27,10,2,5
VB GUARDIAN 19      ,2023-03-24 08:15:02.663835+00:00,228373800,FLWR   ,9876323,LE_HAVRE            ,7,23,14,8,52,10,20,5,5
TEST                ,2023-03-24 08:15:02.697378+00:00,316001002,,0,,4,8,16,30,0,0,0,0,0
MULTI EXPLORER      ,2023-03-24 08:15:02.708265+00:00,259012100,LGTJ   ,9934761,TRANOYA             ,0,0,24,60,52,9,17,4,8
LINNEA,2023-03-24 08:15:02.714747+00:00,257084510,LH3404,0,SBH FISHFARMS,0,0,0,0,70,3,9,1,4
MULTI EXPLORER      ,2023-03-24 08:15:02.728165+00:00,259012100,LGTJ   ,9934761,TRANOYA             ,0,0,24,60,52,9,17,4,8
LINNEA,2023-03-24 08:15:02.730067+00:00,257084510,LH3404,0,SBH FISHFARMS,0,0,0,0,70,3,9,1,4
MULTI EXPLORER      ,2023-03-24 08:15:02.738772+00:00,259012100,LGTJ   ,9934761,TRANOYA             ,0,0,24,60,52,9,17,4,8
LINNEA,2023-03-24 08:15:02.739381+00:00,257084510,LH3404,0,SBH FISHFARMS,0,0,0,0,70,3,9,1,4
NIKKI RENEE,2023-03-24 08:15:02.741667+00:00,244770798,PA2211,0,DORDRECHT,3,7,9,0,80,98,12,2,15
NCI ST ALBANS,2023-03-24 08:15:02.823899+00:00,2339006,?,0,01929 439220 VHF65,3,15,18,16,0,4,4,2,2
THALASSA II,2023-03-24 08:15:02.824694+00:00,205217890,OT2178,0,5DE HAVENDOK,3,24,6,9,90,97,13,7,5
HAKUNA MATATA       ,2023-03-24 08:15:02.837229+00:00,241789000,SVB3203,859067300,,1,1,19,20,69,27,10,2,5
PEROLA DO GUADIANA,2023-03-24 08:15:02.841399+00:00,263406570,PTVRE,0,AYAMONTE,0,0,0,0,30,20,5,5,3
PEROLA DO GUADIANA,2023-03-24 08:15:02.843591+00:00,263406570,PTVRE,0,AYAMONTE,0,0,0,0,30,20,5,5,3
MZF BIBER,2023-03-24 08:15:02.844026+00:00,211014176,DA4176,0,246000,1,26,0,0,33,0,0,0,0
STAR MAJESTY        ,2023-03-24 08:15:02.932761+00:00,257365000,LAOE5  ,9355525,ITMNF               ,3,24,20,30,70,161,29,10,22
GULLMAJ             ,2023-03-24 08:15:02.933775+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GULLMAJ             ,2023-03-24 08:15:02.936933+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GULLMAJ             ,2023-03-24 08:15:02.938054+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GULLMAJ             ,2023-03-24 08:15:02.976811+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
RIA      ,2023-03-24 08:15:02.983028+00:00,244181562,PC7935 ,0,AMSTERDAM,3,6,10,0,37,23,7,3,2
JONATHAN            ,2023-03-24 08:15:02.984763+00:00,244750666,PG8340 ,0,,0,0,24,60,37,32,8,5,2
RNLI COWES,2023-03-24 08:15:03.018597+00:00,2339003,?,0,01983 299387,3,15,18,16,0,4,4,2,2
KRONPRINS FREDERIK  ,2023-03-24 08:15:03.021582+00:00,211757540,DKER2  ,7803205,DE PUT<->DK ROD     ,12,31,0,0,60,28,125,20,3
SEAESTA             ,2023-03-24 08:15:03.048167+00:00,319244400,ZGQY3  ,9973171,LIVORNO             ,10,24,15,30,37,24,10,5,3
NEPTUNUS,2023-03-24 08:15:03.116032+00:00,261185590,SR5590,0,PLSSZ,3,22,1,0,80,93,17,9,3
GERD ,2023-03-24 08:15:03.117096+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
GERD ,2023-03-24 08:15:03.118126+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
GERD ,2023-03-24 08:15:03.119498+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
SCHOKLAND,2023-03-24 08:15:03.122208+00:00,246655000,PBWZ,9431599,ROUEN,3,24,4,0,70,76,14,7,7
GERD ,2023-03-24 08:15:03.146500+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
GERD ,2023-03-24 08:15:03.147171+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
GULLMAJ             ,2023-03-24 08:15:03.155110+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GULLMAJ             ,2023-03-24 08:15:03.156024+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GERD ,2023-03-24 08:15:03.156447+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
GERD ,2023-03-24 08:15:03.156929+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
THALASSA II,2023-03-24 08:15:03.216322+00:00,205217890,OT2178,0,5DE HAVENDOK,3,24,6,9,90,97,13,7,5
ELVY,2023-03-24 08:15:03.252238+00:00,265810550,SBDJ,0,SEGOT,0,0,0,0,69,16,16,5,3
ELVY,2023-03-24 08:15:03.254376+00:00,265810550,SBDJ,0,SEGOT,0,0,0,0,69,16,16,5,3
ELVY,2023-03-24 08:15:03.254869+00:00,265810550,SBDJ,0,SEGOT,0,0,0,0,69,16,16,5,3
ELVY,2023-03-24 08:15:03.255777+00:00,265810550,SBDJ,0,SEGOT,0,0,0,0,69,16,16,5,3
AREND,2023-03-24 08:15:03.259347+00:00,244013659,PF7715,0,ONBEKEND,0,0,0,0,52,4,7,2,2
ATLANTIC HORIZON,2023-03-24 08:15:03.287518+00:00,212772000,5BEK2,9341744,ESVGO,3,16,23,30,70,97,14,7,7
KONTROLER 20  ,2023-03-24 08:15:03.290394+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
AREND,2023-03-24 08:15:03.291238+00:00,244013659,PF7715,0,ONBEKEND,0,0,0,0,52,4,7,2,2
KONTROLER 20  ,2023-03-24 08:15:03.292893+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
TOMINI GHIBLI       ,2023-03-24 08:15:03.318124+00:00,538005945,V7II7  ,9723942,ROTTERDAM           ,3,22,19,30,70,147,34,20,10
RUSADIR,2023-03-24 08:15:03.321149+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
TOMINI GHIBLI       ,2023-03-24 08:15:03.322215+00:00,538005945,V7II7  ,9723942,ROTTERDAM           ,3,22,19,30,70,147,34,20,10
TOMINI GHIBLI       ,2023-03-24 08:15:03.323214+00:00,538005945,V7II7  ,9723942,ROTTERDAM           ,3,22,19,30,70,147,34,20,10
RUSADIR,2023-03-24 08:15:03.323913+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
GULLMAJ             ,2023-03-24 08:15:03.363199+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GULLMAJ             ,2023-03-24 08:15:03.382987+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
GERD ,2023-03-24 08:15:03.383224+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
GERD ,2023-03-24 08:15:03.383415+00:00,265540720,SFEP,0,,0,0,24,60,60,32,28,13,0
ELVY,2023-03-24 08:15:03.384632+00:00,265810550,SBDJ,0,SEGOT,0,0,0,0,69,16,16,5,3
RONJA FJORD         ,2023-03-24 08:15:03.389779+00:00,257659000,LCYR   ,9646405,CH 16               ,2,27,19,34,70,26,43,6,6
RONJA FJORD         ,2023-03-24 08:15:03.390618+00:00,257659000,LCYR   ,9646405,CH 16               ,2,27,19,34,70,26,43,6,6
RONJA FJORD         ,2023-03-24 08:15:03.391262+00:00,257659000,LCYR   ,9646405,CH 16               ,2,27,19,34,70,26,43,6,6
RONJA FJORD         ,2023-03-24 08:15:03.391973+00:00,257659000,LCYR   ,9646405,CH 16               ,2,27,19,34,70,26,43,6,6
HELENA VG           ,2023-03-24 08:15:03.415873+00:00,210173000,5BSL5  ,9505326,SELAA               ,3,22,4,15,70,76,10,3,9
OCEANXPLORER,2023-03-24 08:15:03.425516+00:00,538009611,V7A4954,9533373,,0,0,24,60,90,41,45,9,9
HELENA VG           ,2023-03-24 08:15:03.448671+00:00,210173000,5BSL5  ,9505326,SELAA               ,3,22,4,15,70,76,10,3,9
NEUENFELDE,2023-03-24 08:15:03.451320+00:00,305287000,V2DO9,9231846,PLGDY VIA NOK,3,25,21,0,79,122,11,22,1
MPOSS,2023-03-24 08:15:03.467619+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
CANDESSO     ,2023-03-24 08:15:03.498248+00:00,244670773,PI7598,0,AMSTERDAM,3,24,20,0,79,178,9,6,6
SCOMBRUS,2023-03-24 08:15:03.500322+00:00,226347000,FLVN,9828936,IJMUIDEN,2,21,13,0,30,46,35,16,0
CANDESSO     ,2023-03-24 08:15:03.502749+00:00,244670773,PI7598,0,AMSTERDAM,3,24,20,0,79,178,9,6,6
VARIATIE,2023-03-24 08:15:03.504091+00:00,244740554,PE4677,0,HOLLANDSEBRUG  ,0,0,0,0,79,74,12,5,4
GREEN PLANET        ,2023-03-24 08:15:03.530150+00:00,636016290,D5FK2  ,9669914,THAMES U.K.         ,3,23,12,0,80,147,35,25,7
LUEHE,2023-03-24 08:15:03.534008+00:00,211505790,DB9862,0,HAMBURG,2,21,18,0,79,50,35,6,4
SCOMBRUS,2023-03-24 08:15:03.535905+00:00,226347000,FLVN,9828936,IJMUIDEN,2,21,13,0,30,46,35,16,0
HARBOUR OFFICE,2023-03-24 08:15:03.556387+00:00,2339007,?,0,"01983 872828, VHF:80",3,15,18,16,0,4,4,2,2
AVA M MCALLISTER    ,2023-03-24 08:15:03.556904+00:00,368056750,WDK4592,9857561,US^0YMN>0LGQ        ,0,0,24,60,52,15,18,2,10
MOONSHADOW,2023-03-24 08:15:03.565748+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
CSCL STAR           ,2023-03-24 08:15:03.566214+00:00,477963800,VRHM7  ,9466867,DEHAM               ,3,31,6,0,74,146,220,20,32
C6264 G.D.BANDE NERE,2023-03-24 08:15:03.597478+00:00,247473900,,0,,0,0,24,60,0,0,0,0,0
EMANUEL IV,2023-03-24 08:15:03.604003+00:00,211181050,DA4153,0,RGB,0,0,0,0,99,73,13,6,3
OCEANXPLORER,2023-03-24 08:15:03.606733+00:00,538009611,V7A4954,9533373,,0,0,24,60,90,41,45,9,9
BUCCOO REEF         ,2023-03-24 08:15:03.607401+00:00,431132000,7JSY   ,9733674,TT PTS              ,4,6,20,0,82,141,34,10,18
GREEN PLANET        ,2023-03-24 08:15:03.624199+00:00,636016290,D5FK2  ,9669914,THAMES U.K.         ,3,23,12,0,80,147,35,25,7
ELOISE,2023-03-24 08:15:03.625038+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
ELOISE,2023-03-24 08:15:03.625900+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
ELOISE,2023-03-24 08:15:03.626727+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
ELOISE,2023-03-24 08:15:03.634561+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
ELOISE,2023-03-24 08:15:03.634977+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
MPOSS,2023-03-24 08:15:03.635702+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
ORAWA,2023-03-24 08:15:03.636168+00:00,311005800,C6XD8,9386926,MA JFL,3,28,3,0,79,166,24,15,13
ARENA               ,2023-03-24 08:15:03.651701+00:00,269057629,HE7629 ,0,ARNHEM              ,8,11,11,0,69,117,18,9,2
HELENA VG           ,2023-03-24 08:15:03.654812+00:00,210173000,5BSL5  ,9505326,SELAA               ,3,22,4,15,70,76,10,3,9
ELOISE,2023-03-24 08:15:03.655727+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
ELVY,2023-03-24 08:15:03.656711+00:00,265810550,SBDJ,0,SEGOT,0,0,0,0,69,16,16,5,3
ETNA                ,2023-03-24 08:15:03.658575+00:00,247150240,IJCQ   ,0,                    ,0,0,0,0,30,7,11,2,3
DIXIE REBEL         ,2023-03-24 08:15:03.660480+00:00,367549860,WDG5748,299033,,0,0,0,0,0,6,12,3,3
INGRID KNUTSEN,2023-03-24 08:15:03.672070+00:00,235103057,2HER5,9649225,LE HAVRE,3,21,17,0,81,214,43,24,19
EMANUEL IV,2023-03-24 08:15:03.672628+00:00,211181050,DA4153,0,RGB,0,0,0,0,99,73,13,6,3
ARENA               ,2023-03-24 08:15:03.675379+00:00,269057629,HE7629 ,0,ARNHEM              ,8,11,11,0,69,117,18,9,2
INGRID KNUTSEN,2023-03-24 08:15:03.677663+00:00,235103057,2HER5,9649225,LE HAVRE,3,21,17,0,81,214,43,24,19
GREEN PLANET        ,2023-03-24 08:15:03.704611+00:00,636016290,D5FK2  ,9669914,THAMES U.K.         ,3,23,12,0,80,147,35,25,7
ORAWA,2023-03-24 08:15:03.740439+00:00,311005800,C6XD8,9386926,MA JFL,3,28,3,0,79,166,24,15,13
VARIATIE,2023-03-24 08:15:03.751909+00:00,244740554,PE4677,0,HOLLANDSEBRUG  ,0,0,0,0,79,74,12,5,4
GREEN PLANET        ,2023-03-24 08:15:03.778009+00:00,636016290,D5FK2  ,9669914,THAMES U.K.         ,3,23,12,0,80,147,35,25,7
FJORDOEY,2023-03-24 08:15:03.786933+00:00,257074020,LFIF,9855795,HAUGESUND,8,19,17,0,49,13,11,4,3
ONEGO MISSISSIPPI   ,2023-03-24 08:15:03.787191+00:00,305075000,V2HP5  ,9534482,US MSY              ,3,24,8,0,70,97,19,8,10
SOLLIFJELL          ,2023-03-24 08:15:03.788433+00:00,257473000,LNFR   ,9562996,HARSTAD.. HAMMERFEST,12,6,16,0,40,10,25,5,5
SILVER LOWENNA      ,2023-03-24 08:15:03.823276+00:00,273218620,UBIT5  ,9453925,BARENTSBURG         ,2,23,21,0,52,13,13,4,4
BEKKVIK JR          ,2023-03-24 08:15:03.824286+00:00,257647500,LK2838 ,0,HONNINGSVAG         ,0,0,24,60,30,5,10,3,3
NIDAROS,2023-03-24 08:15:03.828372+00:00,257340400,LFFL,6912530,GARTEN-STORFOSNA,0,0,0,0,60,19,16,4,6
LOS 115             ,2023-03-24 08:15:03.828639+00:00,258145500,LAEN   ,0,KIRKENES            ,0,0,0,0,50,14,3,3,3
GULLMAJ             ,2023-03-24 08:15:03.839434+00:00,265573150,SFIV   ,0,HONO LEDEN          ,4,1,21,0,99,48,44,10,4
QUO VADIS,2023-03-24 08:15:03.847635+00:00,244010879,PE3789,0,GOUDA,0,0,24,60,37,7,14,3,2
ORAWA,2023-03-24 08:15:03.849005+00:00,311005800,C6XD8,9386926,MA JFL,3,28,3,0,79,166,24,15,13
FJORDOEY,2023-03-24 08:15:03.849763+00:00,257074020,LFIF,9855795,HAUGESUND,8,19,17,0,49,13,11,4,3
SILVER LOWENNA      ,2023-03-24 08:15:03.851674+00:00,273218620,UBIT5  ,9453925,BARENTSBURG         ,2,23,21,0,52,13,13,4,4
BEKKVIK JR          ,2023-03-24 08:15:03.852176+00:00,257647500,LK2838 ,0,HONNINGSVAG         ,0,0,24,60,30,5,10,3,3
FJORDOEY,2023-03-24 08:15:03.865826+00:00,257074020,LFIF,9855795,HAUGESUND,8,19,17,0,49,13,11,4,3
NIDAROS,2023-03-24 08:15:03.867791+00:00,257340400,LFFL,6912530,GARTEN-STORFOSNA,0,0,0,0,60,19,16,4,6
SILVER LOWENNA      ,2023-03-24 08:15:03.868957+00:00,273218620,UBIT5  ,9453925,BARENTSBURG         ,2,23,21,0,52,13,13,4,4
LOS 115             ,2023-03-24 08:15:03.870005+00:00,258145500,LAEN   ,0,KIRKENES            ,0,0,0,0,50,14,3,3,3
BEKKVIK JR          ,2023-03-24 08:15:03.871436+00:00,257647500,LK2838 ,0,HONNINGSVAG         ,0,0,24,60,30,5,10,3,3
NIDAROS,2023-03-24 08:15:03.872844+00:00,257340400,LFFL,6912530,GARTEN-STORFOSNA,0,0,0,0,60,19,16,4,6
LOS 115             ,2023-03-24 08:15:03.873144+00:00,258145500,LAEN   ,0,KIRKENES            ,0,0,0,0,50,14,3,3,3
ELOISE,2023-03-24 08:15:03.874738+00:00,265029700,SCBE,0,SEGOT,0,0,0,0,69,15,17,4,4
